label,page,text,id,surrounding_text
timexy,220,six months,"TIMEX3 type=""DURATION"" value=""P6M""","    17      A.  No, it is when she sees me.  She has seen me when I am in my 
    18          makeup chair.  The wardrobe is set up often in a different 
    19          site, if she came at all.  It is a different part of the 
    20          wardrobe/makeup process in photo shoots.  It is just not how 
    21          they work. 
 
    22      Q.  She is someone who did what for you?  What exactly was her 
 
    23          ---- 
 
    24      A.  Stylist.  She worked with me briefly as a stylist.  She is 
    25          Johnny's lifelong stylist, I believe. 
 
P.1731 
 
     2      MR. JUSTICE NICOL:  Just a moment.  Yes. 
 
     3      MS. LAWS:  It is inconceivable to suggest that she would not have 
     4          seen you without makeup, but you disagree? 
 
     5      A.  I disagree. 
 
 
 
Ms Heard’s conduct after 21 May 2016 when she was seeking to get hold of Mr Depp were 
inconsistent with the notion that she was “petrified” of him as she declared in order to obtain 
a Temporary Restraining Order against him.  
 
It was also notable in her evidence that she refused to accept what was written in black and 
white by the attorneys who she had engaged to represent her, whether it was what they said 
about the alleged abuse or what their demands of Mr Depp entailed in order, they said on her 
behalf, to resolve the divorce amicably. 
 
Further  Ms  Heard’s  account  of  obtaining the  TRO  is  at  odds  with  reality  –  as set  out  in an 
Annex to the Claimant’s Closing Document 
 
 
DAY 10 (Amber Heard, cross-examination)   
 
P.1725 
 
5      MS. LAWS:  That would mean that if you had told your lawyer, as 
     6          I suggest you would have done if you are telling the truth, 
     7          what she would have put in this letter is, ""He was violent on 
     8          the 21st and he has been violent on so many incidents, a 
     9          number of incidents in the last six months."" 
 
    10      A.  Are you asking me how my lawyer should have written it? 
 
    11      Q.  If what you are saying is the truth. 
 
    12      MR. JUSTICE NICOL:  I think what is being put to you, Ms. Heard, 
    13          is that had Mr. Depp been violent to you on more than the 
    14          three occasions that are mentioned in this letter, your lawyer 
    15          would have referred to those. "
DATE,221,"the last six 
    25          months",," 
    16      A.  Oh.  No, she specifically told me that this was a short 
    17          application, we only had a certain amount of pages, a certain 
    18          amount of space, and that there was frankly no need to, 
    19          because if you hit a person, a partner, your wife once, it 
    20          would be, it would qualify me for the restraining order I was 
    21          seeking.  So, for ease, comfort to my own wellbeing and mental 
    22          health, she just said, ""Give me the last, you know, last 
    23          couple"" and that is what I did. 
 
    24      MS. LAWS:  No, what she is saying here is that in the last six 
    25          months, there have been three incidents, so that suggests that 
 
P.1726 
2          you did not tell her there were any more than that, did you? 
 
     3      A.  She told me I did not need to tell her everything, that I just 
     4          needed to remember the last couple. 
… 
 
12      Q.  Can I ask you about the next paragraph:  ""Amber wishes to work 
    13          quite quickly towards a private amicable resolution, but she 
    14          will need Johnny's immediate cooperation to do so. ...(reads 
    15          to the words)... exclusive use and possession of Penthouses 1, 
    16          3 and 5"" and then fees.  So, effectively, you are wanting him 
    17          to agree straightaway, and that letter has got a veiled threat 
    18          in it, has it not, that the violence is something that could 
    19          and would be used.  Do you agree? 
 
    20      A.  No, I do not agree.  A TRO is a public record whether you like 
    21          it or not. 
 
    22      MR. JUSTICE NICOL:  Just a minute.  (Pause) 
 
    23      MS. LAWS:  What that letter is effectively is is blackmail, is it 
    24          not? 
 
    25      A.  No, a TRO (a temporary restraining order), as is a divorce or 
 
P.1727 
     2          a divorce filing, is a public record whether you like it or 
     3          not, and all I wanted was for Johnny to leave me alone. "
DATE,222,a few days,,"    13          trying to get a hold of him by phone to let him know about the 
    14          divorce, to let him know about what I recently learned about 
    15          possibly keeping the divorce under wraps for as long as 
    16          possible.  As naive as it sounds to hear myself say it now, at 
    17          the time, I thought the way that we had gone about filing for 
    18          the divorce on a Friday afternoon, late, it could stay under 
    19          wraps potentially for a few days and those few days were 
    20          precious few days of privacy in the hardest time of my life, 
    21          and presumably difficult for Johnny as well.  I would have 
    22          done anything to have those few days of privacy and I wanted 
    23          Johnny to know that.  I would argue that is very different 
    24          from not being scared of him or being scared of him. 
 
    25      Q.  You see, I challenge that.  What you were doing during that 
 
P.1733 
 
2          day was displaying a determination to get his answer to see if 
     3          your demands were going to be met, but you disagree? 
 
     4      A.  My demands? 
 
     5      Q.  Yes, the demands in the letter that I have read out to you? 
 
     6      A.  The demands I was asking for were simply to let him know we 
     7          had filed and for him, for me, to know that we could do it 
     8          amicably and potentially as privately as possible, even if it 
     9          was just keeping it under wraps for a few days. 
 
    10      Q.  You were contacting him to talk about that; do you agree, yes 
    11          or no? 
 
P.1735 
 
    13      Q.  And there is a text -- and the number of it is 9525 in the 
    14          left-hand column -- from you to Mr. Depp, on the 25th, in what 
    15          looks like the early hours:  ""Just confirmed that that cover 
    16          letter is completely private...(reads to the words)... why 
    17          that happened and was scared."" Just pause there a moment.  We 
    18          have just seen a number of texts and we have gone over this. 
    19          You called the lawyer before the police arrived, did you not? 
    20          We know that now, do we not? 
 
    21      MR. JUSTICE NICOL:  Just a moment.  (Pause) 
 
    22      THE WITNESS:  As I said before ---- 
 
    23      MS. LAWS:  We heard yesterday. 
 
    24      A.  As I said before, my recollection of the sequence of calls 
    25          that night after that happened to me is unclear. 
 
P.1736 
 
     2      Q.  But I went through yesterday ---- "
DATE,222,those few days,,"    13          trying to get a hold of him by phone to let him know about the 
    14          divorce, to let him know about what I recently learned about 
    15          possibly keeping the divorce under wraps for as long as 
    16          possible.  As naive as it sounds to hear myself say it now, at 
    17          the time, I thought the way that we had gone about filing for 
    18          the divorce on a Friday afternoon, late, it could stay under 
    19          wraps potentially for a few days and those few days were 
    20          precious few days of privacy in the hardest time of my life, 
    21          and presumably difficult for Johnny as well.  I would have 
    22          done anything to have those few days of privacy and I wanted 
    23          Johnny to know that.  I would argue that is very different 
    24          from not being scared of him or being scared of him. 
 
    25      Q.  You see, I challenge that.  What you were doing during that 
 
P.1733 
 
2          day was displaying a determination to get his answer to see if 
     3          your demands were going to be met, but you disagree? 
 
     4      A.  My demands? 
 
     5      Q.  Yes, the demands in the letter that I have read out to you? 
 
     6      A.  The demands I was asking for were simply to let him know we 
     7          had filed and for him, for me, to know that we could do it 
     8          amicably and potentially as privately as possible, even if it 
     9          was just keeping it under wraps for a few days. 
 
    10      Q.  You were contacting him to talk about that; do you agree, yes 
    11          or no? 
 
P.1735 
 
    13      Q.  And there is a text -- and the number of it is 9525 in the 
    14          left-hand column -- from you to Mr. Depp, on the 25th, in what 
    15          looks like the early hours:  ""Just confirmed that that cover 
    16          letter is completely private...(reads to the words)... why 
    17          that happened and was scared."" Just pause there a moment.  We 
    18          have just seen a number of texts and we have gone over this. 
    19          You called the lawyer before the police arrived, did you not? 
    20          We know that now, do we not? 
 
    21      MR. JUSTICE NICOL:  Just a moment.  (Pause) 
 
    22      THE WITNESS:  As I said before ---- 
 
    23      MS. LAWS:  We heard yesterday. 
 
    24      A.  As I said before, my recollection of the sequence of calls 
    25          that night after that happened to me is unclear. 
 
P.1736 
 
     2      Q.  But I went through yesterday ---- "
DATE,222,those few days,,"    13          trying to get a hold of him by phone to let him know about the 
    14          divorce, to let him know about what I recently learned about 
    15          possibly keeping the divorce under wraps for as long as 
    16          possible.  As naive as it sounds to hear myself say it now, at 
    17          the time, I thought the way that we had gone about filing for 
    18          the divorce on a Friday afternoon, late, it could stay under 
    19          wraps potentially for a few days and those few days were 
    20          precious few days of privacy in the hardest time of my life, 
    21          and presumably difficult for Johnny as well.  I would have 
    22          done anything to have those few days of privacy and I wanted 
    23          Johnny to know that.  I would argue that is very different 
    24          from not being scared of him or being scared of him. 
 
    25      Q.  You see, I challenge that.  What you were doing during that 
 
P.1733 
 
2          day was displaying a determination to get his answer to see if 
     3          your demands were going to be met, but you disagree? 
 
     4      A.  My demands? 
 
     5      Q.  Yes, the demands in the letter that I have read out to you? 
 
     6      A.  The demands I was asking for were simply to let him know we 
     7          had filed and for him, for me, to know that we could do it 
     8          amicably and potentially as privately as possible, even if it 
     9          was just keeping it under wraps for a few days. 
 
    10      Q.  You were contacting him to talk about that; do you agree, yes 
    11          or no? 
 
P.1735 
 
    13      Q.  And there is a text -- and the number of it is 9525 in the 
    14          left-hand column -- from you to Mr. Depp, on the 25th, in what 
    15          looks like the early hours:  ""Just confirmed that that cover 
    16          letter is completely private...(reads to the words)... why 
    17          that happened and was scared."" Just pause there a moment.  We 
    18          have just seen a number of texts and we have gone over this. 
    19          You called the lawyer before the police arrived, did you not? 
    20          We know that now, do we not? 
 
    21      MR. JUSTICE NICOL:  Just a moment.  (Pause) 
 
    22      THE WITNESS:  As I said before ---- 
 
    23      MS. LAWS:  We heard yesterday. 
 
    24      A.  As I said before, my recollection of the sequence of calls 
    25          that night after that happened to me is unclear. 
 
P.1736 
 
     2      Q.  But I went through yesterday ---- "
DATE,222,2          day,,"    13          trying to get a hold of him by phone to let him know about the 
    14          divorce, to let him know about what I recently learned about 
    15          possibly keeping the divorce under wraps for as long as 
    16          possible.  As naive as it sounds to hear myself say it now, at 
    17          the time, I thought the way that we had gone about filing for 
    18          the divorce on a Friday afternoon, late, it could stay under 
    19          wraps potentially for a few days and those few days were 
    20          precious few days of privacy in the hardest time of my life, 
    21          and presumably difficult for Johnny as well.  I would have 
    22          done anything to have those few days of privacy and I wanted 
    23          Johnny to know that.  I would argue that is very different 
    24          from not being scared of him or being scared of him. 
 
    25      Q.  You see, I challenge that.  What you were doing during that 
 
P.1733 
 
2          day was displaying a determination to get his answer to see if 
     3          your demands were going to be met, but you disagree? 
 
     4      A.  My demands? 
 
     5      Q.  Yes, the demands in the letter that I have read out to you? 
 
     6      A.  The demands I was asking for were simply to let him know we 
     7          had filed and for him, for me, to know that we could do it 
     8          amicably and potentially as privately as possible, even if it 
     9          was just keeping it under wraps for a few days. 
 
    10      Q.  You were contacting him to talk about that; do you agree, yes 
    11          or no? 
 
P.1735 
 
    13      Q.  And there is a text -- and the number of it is 9525 in the 
    14          left-hand column -- from you to Mr. Depp, on the 25th, in what 
    15          looks like the early hours:  ""Just confirmed that that cover 
    16          letter is completely private...(reads to the words)... why 
    17          that happened and was scared."" Just pause there a moment.  We 
    18          have just seen a number of texts and we have gone over this. 
    19          You called the lawyer before the police arrived, did you not? 
    20          We know that now, do we not? 
 
    21      MR. JUSTICE NICOL:  Just a moment.  (Pause) 
 
    22      THE WITNESS:  As I said before ---- 
 
    23      MS. LAWS:  We heard yesterday. 
 
    24      A.  As I said before, my recollection of the sequence of calls 
    25          that night after that happened to me is unclear. 
 
P.1736 
 
     2      Q.  But I went through yesterday ---- "
DATE,222,a few days,,"    13          trying to get a hold of him by phone to let him know about the 
    14          divorce, to let him know about what I recently learned about 
    15          possibly keeping the divorce under wraps for as long as 
    16          possible.  As naive as it sounds to hear myself say it now, at 
    17          the time, I thought the way that we had gone about filing for 
    18          the divorce on a Friday afternoon, late, it could stay under 
    19          wraps potentially for a few days and those few days were 
    20          precious few days of privacy in the hardest time of my life, 
    21          and presumably difficult for Johnny as well.  I would have 
    22          done anything to have those few days of privacy and I wanted 
    23          Johnny to know that.  I would argue that is very different 
    24          from not being scared of him or being scared of him. 
 
    25      Q.  You see, I challenge that.  What you were doing during that 
 
P.1733 
 
2          day was displaying a determination to get his answer to see if 
     3          your demands were going to be met, but you disagree? 
 
     4      A.  My demands? 
 
     5      Q.  Yes, the demands in the letter that I have read out to you? 
 
     6      A.  The demands I was asking for were simply to let him know we 
     7          had filed and for him, for me, to know that we could do it 
     8          amicably and potentially as privately as possible, even if it 
     9          was just keeping it under wraps for a few days. 
 
    10      Q.  You were contacting him to talk about that; do you agree, yes 
    11          or no? 
 
P.1735 
 
    13      Q.  And there is a text -- and the number of it is 9525 in the 
    14          left-hand column -- from you to Mr. Depp, on the 25th, in what 
    15          looks like the early hours:  ""Just confirmed that that cover 
    16          letter is completely private...(reads to the words)... why 
    17          that happened and was scared."" Just pause there a moment.  We 
    18          have just seen a number of texts and we have gone over this. 
    19          You called the lawyer before the police arrived, did you not? 
    20          We know that now, do we not? 
 
    21      MR. JUSTICE NICOL:  Just a moment.  (Pause) 
 
    22      THE WITNESS:  As I said before ---- 
 
    23      MS. LAWS:  We heard yesterday. 
 
    24      A.  As I said before, my recollection of the sequence of calls 
    25          that night after that happened to me is unclear. 
 
P.1736 
 
     2      Q.  But I went through yesterday ---- "
DATE,222,the 25th,,"    13          trying to get a hold of him by phone to let him know about the 
    14          divorce, to let him know about what I recently learned about 
    15          possibly keeping the divorce under wraps for as long as 
    16          possible.  As naive as it sounds to hear myself say it now, at 
    17          the time, I thought the way that we had gone about filing for 
    18          the divorce on a Friday afternoon, late, it could stay under 
    19          wraps potentially for a few days and those few days were 
    20          precious few days of privacy in the hardest time of my life, 
    21          and presumably difficult for Johnny as well.  I would have 
    22          done anything to have those few days of privacy and I wanted 
    23          Johnny to know that.  I would argue that is very different 
    24          from not being scared of him or being scared of him. 
 
    25      Q.  You see, I challenge that.  What you were doing during that 
 
P.1733 
 
2          day was displaying a determination to get his answer to see if 
     3          your demands were going to be met, but you disagree? 
 
     4      A.  My demands? 
 
     5      Q.  Yes, the demands in the letter that I have read out to you? 
 
     6      A.  The demands I was asking for were simply to let him know we 
     7          had filed and for him, for me, to know that we could do it 
     8          amicably and potentially as privately as possible, even if it 
     9          was just keeping it under wraps for a few days. 
 
    10      Q.  You were contacting him to talk about that; do you agree, yes 
    11          or no? 
 
P.1735 
 
    13      Q.  And there is a text -- and the number of it is 9525 in the 
    14          left-hand column -- from you to Mr. Depp, on the 25th, in what 
    15          looks like the early hours:  ""Just confirmed that that cover 
    16          letter is completely private...(reads to the words)... why 
    17          that happened and was scared."" Just pause there a moment.  We 
    18          have just seen a number of texts and we have gone over this. 
    19          You called the lawyer before the police arrived, did you not? 
    20          We know that now, do we not? 
 
    21      MR. JUSTICE NICOL:  Just a moment.  (Pause) 
 
    22      THE WITNESS:  As I said before ---- 
 
    23      MS. LAWS:  We heard yesterday. 
 
    24      A.  As I said before, my recollection of the sequence of calls 
    25          that night after that happened to me is unclear. 
 
P.1736 
 
     2      Q.  But I went through yesterday ---- "
DATE,223,the 25th,," 
     3      A.  I am not trying to argue with you.  I accept whatever is in 
     4          evidence.  My testimony is what it has always been.  It is 
     5          that my memory is unclear as to the sequence of calls that 
     6          evening. 
 
     7      Q.  On the 25th, you would have remembered full well whether you 
     8          called your lawyer first or not, would you not, because it was 
     9          only a few days away.  It was not five years. 
 
    10      A.  On the 25th? 
 
    11      Q.  On the 25th, you would have known that was incorrect, would 
    12          you not? 
 
    13      A.  I do not know, it was a traumatic evening and a traumatic 
    14          time.  I doubt that the sequence of events was what was a 
    15          priority in my brain. 
 
    16      MR. JUSTICE NICOL:  Just a minute, please.  Yes. 
 
    17      MS. LAWS:  There was nothing that happened when the police were 
    18          there that would have forced to you have made a restraining 
    19          order ---- 
 
    20      THE WITNESS:  It is untrue, I just failed to co-operate with them, 
    21          because I wanted to protect Johnny and our privacy.  I had 
    22          been doing this for years. 
 
    23      MR. JUSTICE NICOL:  The question was, nothing had happened when 
    24          the police were there that justified a restraining order, and 
    25          your response was? 
 
P.1737 
 
2      A.  I firmly disagree.  I -- they did not file a restraining order 
     3          at that moment because you have to go to a hearing, when the 
     4          courthouse is open, and I failed to co-operate with the police 
     5          that evening, because I was trying to protect Johnny.  I was 
     6          trying to protect our privacy, and I did not know what to do 
     7          with the situation that could compromise everything I had been 
     8          trying to hide for four and a half years prior.  I was not 
     9          ready to see this be headline news. 
 
 
P.1738 
 
22      A.  I was not asking for anything by privacy.  The solicitors, or 
    23          our lawyers, as we say, have their procedural things and which 
    24          I am admittedly not comfortable with saying I understand. 
 
    25      Q.  You wanted him to agree and you wanted to keep it quiet; those 
 
P.1739 
2          two things? "
DATE,223,only a few days,," 
     3      A.  I am not trying to argue with you.  I accept whatever is in 
     4          evidence.  My testimony is what it has always been.  It is 
     5          that my memory is unclear as to the sequence of calls that 
     6          evening. 
 
     7      Q.  On the 25th, you would have remembered full well whether you 
     8          called your lawyer first or not, would you not, because it was 
     9          only a few days away.  It was not five years. 
 
    10      A.  On the 25th? 
 
    11      Q.  On the 25th, you would have known that was incorrect, would 
    12          you not? 
 
    13      A.  I do not know, it was a traumatic evening and a traumatic 
    14          time.  I doubt that the sequence of events was what was a 
    15          priority in my brain. 
 
    16      MR. JUSTICE NICOL:  Just a minute, please.  Yes. 
 
    17      MS. LAWS:  There was nothing that happened when the police were 
    18          there that would have forced to you have made a restraining 
    19          order ---- 
 
    20      THE WITNESS:  It is untrue, I just failed to co-operate with them, 
    21          because I wanted to protect Johnny and our privacy.  I had 
    22          been doing this for years. 
 
    23      MR. JUSTICE NICOL:  The question was, nothing had happened when 
    24          the police were there that justified a restraining order, and 
    25          your response was? 
 
P.1737 
 
2      A.  I firmly disagree.  I -- they did not file a restraining order 
     3          at that moment because you have to go to a hearing, when the 
     4          courthouse is open, and I failed to co-operate with the police 
     5          that evening, because I was trying to protect Johnny.  I was 
     6          trying to protect our privacy, and I did not know what to do 
     7          with the situation that could compromise everything I had been 
     8          trying to hide for four and a half years prior.  I was not 
     9          ready to see this be headline news. 
 
 
P.1738 
 
22      A.  I was not asking for anything by privacy.  The solicitors, or 
    23          our lawyers, as we say, have their procedural things and which 
    24          I am admittedly not comfortable with saying I understand. 
 
    25      Q.  You wanted him to agree and you wanted to keep it quiet; those 
 
P.1739 
2          two things? "
timexy,223,five years,"TIMEX3 type=""DURATION"" value=""P5Y"""," 
     3      A.  I am not trying to argue with you.  I accept whatever is in 
     4          evidence.  My testimony is what it has always been.  It is 
     5          that my memory is unclear as to the sequence of calls that 
     6          evening. 
 
     7      Q.  On the 25th, you would have remembered full well whether you 
     8          called your lawyer first or not, would you not, because it was 
     9          only a few days away.  It was not five years. 
 
    10      A.  On the 25th? 
 
    11      Q.  On the 25th, you would have known that was incorrect, would 
    12          you not? 
 
    13      A.  I do not know, it was a traumatic evening and a traumatic 
    14          time.  I doubt that the sequence of events was what was a 
    15          priority in my brain. 
 
    16      MR. JUSTICE NICOL:  Just a minute, please.  Yes. 
 
    17      MS. LAWS:  There was nothing that happened when the police were 
    18          there that would have forced to you have made a restraining 
    19          order ---- 
 
    20      THE WITNESS:  It is untrue, I just failed to co-operate with them, 
    21          because I wanted to protect Johnny and our privacy.  I had 
    22          been doing this for years. 
 
    23      MR. JUSTICE NICOL:  The question was, nothing had happened when 
    24          the police were there that justified a restraining order, and 
    25          your response was? 
 
P.1737 
 
2      A.  I firmly disagree.  I -- they did not file a restraining order 
     3          at that moment because you have to go to a hearing, when the 
     4          courthouse is open, and I failed to co-operate with the police 
     5          that evening, because I was trying to protect Johnny.  I was 
     6          trying to protect our privacy, and I did not know what to do 
     7          with the situation that could compromise everything I had been 
     8          trying to hide for four and a half years prior.  I was not 
     9          ready to see this be headline news. 
 
 
P.1738 
 
22      A.  I was not asking for anything by privacy.  The solicitors, or 
    23          our lawyers, as we say, have their procedural things and which 
    24          I am admittedly not comfortable with saying I understand. 
 
    25      Q.  You wanted him to agree and you wanted to keep it quiet; those 
 
P.1739 
2          two things? "
DATE,223,the 25th,," 
     3      A.  I am not trying to argue with you.  I accept whatever is in 
     4          evidence.  My testimony is what it has always been.  It is 
     5          that my memory is unclear as to the sequence of calls that 
     6          evening. 
 
     7      Q.  On the 25th, you would have remembered full well whether you 
     8          called your lawyer first or not, would you not, because it was 
     9          only a few days away.  It was not five years. 
 
    10      A.  On the 25th? 
 
    11      Q.  On the 25th, you would have known that was incorrect, would 
    12          you not? 
 
    13      A.  I do not know, it was a traumatic evening and a traumatic 
    14          time.  I doubt that the sequence of events was what was a 
    15          priority in my brain. 
 
    16      MR. JUSTICE NICOL:  Just a minute, please.  Yes. 
 
    17      MS. LAWS:  There was nothing that happened when the police were 
    18          there that would have forced to you have made a restraining 
    19          order ---- 
 
    20      THE WITNESS:  It is untrue, I just failed to co-operate with them, 
    21          because I wanted to protect Johnny and our privacy.  I had 
    22          been doing this for years. 
 
    23      MR. JUSTICE NICOL:  The question was, nothing had happened when 
    24          the police were there that justified a restraining order, and 
    25          your response was? 
 
P.1737 
 
2      A.  I firmly disagree.  I -- they did not file a restraining order 
     3          at that moment because you have to go to a hearing, when the 
     4          courthouse is open, and I failed to co-operate with the police 
     5          that evening, because I was trying to protect Johnny.  I was 
     6          trying to protect our privacy, and I did not know what to do 
     7          with the situation that could compromise everything I had been 
     8          trying to hide for four and a half years prior.  I was not 
     9          ready to see this be headline news. 
 
 
P.1738 
 
22      A.  I was not asking for anything by privacy.  The solicitors, or 
    23          our lawyers, as we say, have their procedural things and which 
    24          I am admittedly not comfortable with saying I understand. 
 
    25      Q.  You wanted him to agree and you wanted to keep it quiet; those 
 
P.1739 
2          two things? "
DATE,223,the 25th,," 
     3      A.  I am not trying to argue with you.  I accept whatever is in 
     4          evidence.  My testimony is what it has always been.  It is 
     5          that my memory is unclear as to the sequence of calls that 
     6          evening. 
 
     7      Q.  On the 25th, you would have remembered full well whether you 
     8          called your lawyer first or not, would you not, because it was 
     9          only a few days away.  It was not five years. 
 
    10      A.  On the 25th? 
 
    11      Q.  On the 25th, you would have known that was incorrect, would 
    12          you not? 
 
    13      A.  I do not know, it was a traumatic evening and a traumatic 
    14          time.  I doubt that the sequence of events was what was a 
    15          priority in my brain. 
 
    16      MR. JUSTICE NICOL:  Just a minute, please.  Yes. 
 
    17      MS. LAWS:  There was nothing that happened when the police were 
    18          there that would have forced to you have made a restraining 
    19          order ---- 
 
    20      THE WITNESS:  It is untrue, I just failed to co-operate with them, 
    21          because I wanted to protect Johnny and our privacy.  I had 
    22          been doing this for years. 
 
    23      MR. JUSTICE NICOL:  The question was, nothing had happened when 
    24          the police were there that justified a restraining order, and 
    25          your response was? 
 
P.1737 
 
2      A.  I firmly disagree.  I -- they did not file a restraining order 
     3          at that moment because you have to go to a hearing, when the 
     4          courthouse is open, and I failed to co-operate with the police 
     5          that evening, because I was trying to protect Johnny.  I was 
     6          trying to protect our privacy, and I did not know what to do 
     7          with the situation that could compromise everything I had been 
     8          trying to hide for four and a half years prior.  I was not 
     9          ready to see this be headline news. 
 
 
P.1738 
 
22      A.  I was not asking for anything by privacy.  The solicitors, or 
    23          our lawyers, as we say, have their procedural things and which 
    24          I am admittedly not comfortable with saying I understand. 
 
    25      Q.  You wanted him to agree and you wanted to keep it quiet; those 
 
P.1739 
2          two things? "
DATE,223,four and a half years,," 
     3      A.  I am not trying to argue with you.  I accept whatever is in 
     4          evidence.  My testimony is what it has always been.  It is 
     5          that my memory is unclear as to the sequence of calls that 
     6          evening. 
 
     7      Q.  On the 25th, you would have remembered full well whether you 
     8          called your lawyer first or not, would you not, because it was 
     9          only a few days away.  It was not five years. 
 
    10      A.  On the 25th? 
 
    11      Q.  On the 25th, you would have known that was incorrect, would 
    12          you not? 
 
    13      A.  I do not know, it was a traumatic evening and a traumatic 
    14          time.  I doubt that the sequence of events was what was a 
    15          priority in my brain. 
 
    16      MR. JUSTICE NICOL:  Just a minute, please.  Yes. 
 
    17      MS. LAWS:  There was nothing that happened when the police were 
    18          there that would have forced to you have made a restraining 
    19          order ---- 
 
    20      THE WITNESS:  It is untrue, I just failed to co-operate with them, 
    21          because I wanted to protect Johnny and our privacy.  I had 
    22          been doing this for years. 
 
    23      MR. JUSTICE NICOL:  The question was, nothing had happened when 
    24          the police were there that justified a restraining order, and 
    25          your response was? 
 
P.1737 
 
2      A.  I firmly disagree.  I -- they did not file a restraining order 
     3          at that moment because you have to go to a hearing, when the 
     4          courthouse is open, and I failed to co-operate with the police 
     5          that evening, because I was trying to protect Johnny.  I was 
     6          trying to protect our privacy, and I did not know what to do 
     7          with the situation that could compromise everything I had been 
     8          trying to hide for four and a half years prior.  I was not 
     9          ready to see this be headline news. 
 
 
P.1738 
 
22      A.  I was not asking for anything by privacy.  The solicitors, or 
    23          our lawyers, as we say, have their procedural things and which 
    24          I am admittedly not comfortable with saying I understand. 
 
    25      Q.  You wanted him to agree and you wanted to keep it quiet; those 
 
P.1739 
2          two things? "
DATE,224,"16          months, days",," 
     3      A.  Those are two different things, I did want him to agree to 
     4          privacy. 
 
     5      Q.  And you wanted him to agree to what you had asked? 
 
     6      A.  No, ma'am.  I wanted him to agree to privacy and to understand 
     7          that I loved him and it did not need to be any more 
     8          acrimonious than it already was. 
 
     9      Q.  You did not want him to agree to what you had asked for? 
 
    10      A.  I did not ask for anything by privacy, if you can please 
    11          understand that I am trying to explain the nuances of a very 
    12          complicated time, but I just wanted privacy and kindness. 
 
   13      Q.  You thought that he would file for divorce, we see that at the 
    14          end of the text, do we not? 
 
    15      A.  I do not know what our communication exactly had been in the 
    16          months, days, weeks, leading up to that and on our phone 
    17          calls, I do not know what we had talked about to be honest. 
    18          I wanted it to be as private as possible.  And from what 
    19          I understood at the time from my solicitors is that the way 
    20          the procedure works it that there is a chance that there could 
    21          be exposed quickly or there is a chance it can fly under the 
    22          radar for a certain amount of time.  As naive as it is, 
    23          looking back on it from where I sit now, a few days would not 
    24          have made huge difference, but at the time a few days of 
    25          privacy would have made an enormous difference to me.  And 
 
P.1740 
2          that is all I was asking for is procedural, is to lean into 
     3          any sort of procedural thing we could do that best protected a 
     4          chance of a few days of it being private. 
 
     5      Q.  The last question was quite straightforward, and we will get 
     6          through this a lot quicker, it was: and you put in the text 
     7          that you thought he had filed for divorce; is that correct, 
     8          yes or no? 
 
     9      A.  I think I said ""I thought you were going to file"". 
 
    10      Q.  ""I thought you had filed"" is what you said. 
 
   11      MR. JUSTICE NICOL:  The text says:  ""I thought you had filed"", and 
    12          that is a reference, is it ---- 
 
    13      THE WITNESS:  Divorce. 
 
    14      Q.  ---- to you thinking that Mr. Depp had filed for divorce? 
 
    15      A.  Or that he was going to.  It might be just a misprint in my 
    16          text. 
 "
DATE,224,a few days,," 
     3      A.  Those are two different things, I did want him to agree to 
     4          privacy. 
 
     5      Q.  And you wanted him to agree to what you had asked? 
 
     6      A.  No, ma'am.  I wanted him to agree to privacy and to understand 
     7          that I loved him and it did not need to be any more 
     8          acrimonious than it already was. 
 
     9      Q.  You did not want him to agree to what you had asked for? 
 
    10      A.  I did not ask for anything by privacy, if you can please 
    11          understand that I am trying to explain the nuances of a very 
    12          complicated time, but I just wanted privacy and kindness. 
 
   13      Q.  You thought that he would file for divorce, we see that at the 
    14          end of the text, do we not? 
 
    15      A.  I do not know what our communication exactly had been in the 
    16          months, days, weeks, leading up to that and on our phone 
    17          calls, I do not know what we had talked about to be honest. 
    18          I wanted it to be as private as possible.  And from what 
    19          I understood at the time from my solicitors is that the way 
    20          the procedure works it that there is a chance that there could 
    21          be exposed quickly or there is a chance it can fly under the 
    22          radar for a certain amount of time.  As naive as it is, 
    23          looking back on it from where I sit now, a few days would not 
    24          have made huge difference, but at the time a few days of 
    25          privacy would have made an enormous difference to me.  And 
 
P.1740 
2          that is all I was asking for is procedural, is to lean into 
     3          any sort of procedural thing we could do that best protected a 
     4          chance of a few days of it being private. 
 
     5      Q.  The last question was quite straightforward, and we will get 
     6          through this a lot quicker, it was: and you put in the text 
     7          that you thought he had filed for divorce; is that correct, 
     8          yes or no? 
 
     9      A.  I think I said ""I thought you were going to file"". 
 
    10      Q.  ""I thought you had filed"" is what you said. 
 
   11      MR. JUSTICE NICOL:  The text says:  ""I thought you had filed"", and 
    12          that is a reference, is it ---- 
 
    13      THE WITNESS:  Divorce. 
 
    14      Q.  ---- to you thinking that Mr. Depp had filed for divorce? 
 
    15      A.  Or that he was going to.  It might be just a misprint in my 
    16          text. 
 "
