file,label,page,text,id,surrounding_text,link
11.pdf,DATE,112,"148:19
155:16,20 164:22",,"28:10 29:19 32:14
36:7,8,15 39:11,19
39:23,23,24 40:1,3
40:21 57:13 58:20
72:1 76:6 77:6
90:4,9 100:15
106:20 108:23,25
110:12,13 113:17
115:9 120:12,24
121:17 122:4,8
123:5,8 128:18
135:17 136:22
137:5 138:6 139:8
139:14,16 148:19
155:16,20 164:22",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=112
11.pdf,DATE,112,"189:11
195:13",,"raquel 6:9 11:11
11:15,16 21:24
22:8 23:1 25:25
33:8 47:2,3 50:21
53:2 54:3,10,12
56:23 62:24 64:9
69:13,14 72:7
74:13 80:5 93:15
94:6 121:2 124:3
124:7,23 144:8
147:12 148:6
158:17 163:2,18
173:15,16 174:3,8
179:11 180:3
185:11 189:11
195:13 205:9,18
205:24 206:13
210:13,17,25
211:23 213:10
224:11 237:13
244:11 258:16
raquel's 21:21",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=112
11.pdf,DATE,112,"156:24
169:10",,"read 66:25 67:2,6
67:10,12 72:18
97:9,11,12 100:8
103:6 107:21
109:18 111:20
122:9,10 128:15
154:21,24 156:24
169:10 177:1,21
177:21 232:18
233:4 255:3,13,14
255:17,25 256:21
279:6",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=112
11.pdf,DATE,113,"106:23
120:5",,"reasonable 19:6
20:20 106:23
120:5",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=113
11.pdf,DATE,113,"159:19
160:11,20 161:7",,"reasons 78:2,25
recall 12:5,10,23
14:15,16 16:18
17:15 20:9 23:3
30:15,20 35:4,7
43:14,15 44:12
45:7,12,15,16 46:5
46:24 47:9 48:13
48:23 49:7,25
50:4 52:7,12 53:9
53:15 55:18 58:8
58:10,14,16 61:17
62:21 63:4,16
64:3,20,23 65:6
66:12 68:22,23
72:21,25 73:20
75:1 79:6 80:4,13
83:11 89:1,3,5,8
91:8 92:6 96:11
96:14,24 97:1
99:2 104:25 105:8
105:13 124:5,20
126:8 129:21
135:19 142:10,14
144:3,7,15,16
145:16 148:12
149:8 153:1 158:9
158:21 159:19
160:11,20 161:7
161:25 163:20
167:25 170:19,19
171:15 177:5,24
178:3,5 180:16
181:14,22 182:24
185:21 187:1,10
187:16,19 188:9
188:21 189:7
192:5,6,19 194:17
195:4 197:8 198:6
198:15 200:13,15
201:2,4,6 202:2,19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=113
11.pdf,DATE,113,"170:19,19
171:15",,"reasons 78:2,25
recall 12:5,10,23
14:15,16 16:18
17:15 20:9 23:3
30:15,20 35:4,7
43:14,15 44:12
45:7,12,15,16 46:5
46:24 47:9 48:13
48:23 49:7,25
50:4 52:7,12 53:9
53:15 55:18 58:8
58:10,14,16 61:17
62:21 63:4,16
64:3,20,23 65:6
66:12 68:22,23
72:21,25 73:20
75:1 79:6 80:4,13
83:11 89:1,3,5,8
91:8 92:6 96:11
96:14,24 97:1
99:2 104:25 105:8
105:13 124:5,20
126:8 129:21
135:19 142:10,14
144:3,7,15,16
145:16 148:12
149:8 153:1 158:9
158:21 159:19
160:11,20 161:7
161:25 163:20
167:25 170:19,19
171:15 177:5,24
178:3,5 180:16
181:14,22 182:24
185:21 187:1,10
187:16,19 188:9
188:21 189:7
192:5,6,19 194:17
195:4 197:8 198:6
198:15 200:13,15
201:2,4,6 202:2,19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=113
11.pdf,DATE,113,"192:5,6,19 194:17",,"reasons 78:2,25
recall 12:5,10,23
14:15,16 16:18
17:15 20:9 23:3
30:15,20 35:4,7
43:14,15 44:12
45:7,12,15,16 46:5
46:24 47:9 48:13
48:23 49:7,25
50:4 52:7,12 53:9
53:15 55:18 58:8
58:10,14,16 61:17
62:21 63:4,16
64:3,20,23 65:6
66:12 68:22,23
72:21,25 73:20
75:1 79:6 80:4,13
83:11 89:1,3,5,8
91:8 92:6 96:11
96:14,24 97:1
99:2 104:25 105:8
105:13 124:5,20
126:8 129:21
135:19 142:10,14
144:3,7,15,16
145:16 148:12
149:8 153:1 158:9
158:21 159:19
160:11,20 161:7
161:25 163:20
167:25 170:19,19
171:15 177:5,24
178:3,5 180:16
181:14,22 182:24
185:21 187:1,10
187:16,19 188:9
188:21 189:7
192:5,6,19 194:17
195:4 197:8 198:6
198:15 200:13,15
201:2,4,6 202:2,19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=113
11.pdf,DATE,113,"198:6
198:15",,"reasons 78:2,25
recall 12:5,10,23
14:15,16 16:18
17:15 20:9 23:3
30:15,20 35:4,7
43:14,15 44:12
45:7,12,15,16 46:5
46:24 47:9 48:13
48:23 49:7,25
50:4 52:7,12 53:9
53:15 55:18 58:8
58:10,14,16 61:17
62:21 63:4,16
64:3,20,23 65:6
66:12 68:22,23
72:21,25 73:20
75:1 79:6 80:4,13
83:11 89:1,3,5,8
91:8 92:6 96:11
96:14,24 97:1
99:2 104:25 105:8
105:13 124:5,20
126:8 129:21
135:19 142:10,14
144:3,7,15,16
145:16 148:12
149:8 153:1 158:9
158:21 159:19
160:11,20 161:7
161:25 163:20
167:25 170:19,19
171:15 177:5,24
178:3,5 180:16
181:14,22 182:24
185:21 187:1,10
187:16,19 188:9
188:21 189:7
192:5,6,19 194:17
195:4 197:8 198:6
198:15 200:13,15
201:2,4,6 202:2,19",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=113
11.pdf,DATE,113,156:16 167:21,,"recognized 176:13
recognizing 184:8
recoll 131:1
recollection 63:1
108:1 115:25
124:3 130:18
131:1 135:21
156:16 167:21
171:19 172:20
173:11 177:6
178:23 179:4
183:9 185:16
187:24 189:3
192:3 195:15
215:15 225:2
237:14 238:5
239:13 242:11,18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=113
11.pdf,DATE,113,"115:22 119:19
122:10,15 128:21",,"record 6:8 8:5,14
10:12 37:22,24
67:4,9 68:7 80:22
80:24 81:1,7,10
82:15 105:3
115:22 119:19
122:10,15 128:21
132:16,20 153:9
156:24 171:20
174:12 177:22
190:17,20 211:17
223:9,13 228:24
230:23 233:4
235:17 236:2,7
241:17 245:5
248:11 253:24
254:4,19 255:25
269:5 273:5,7,10
277:6,10,14,25
278:4,8 280:8,11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=113
11.pdf,DATE,114,"187:9
194:3,4,6 211:3,24",,"177:23 187:9
194:3,4,6 211:3,24
reddening 235:25
redder 236:10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,118:16 130:7,,"14:1,2 15:2 30:23
31:14 40:11 46:15
58:21 60:14 98:6
98:24 106:9
109:24 111:9
118:16 130:7
162:16 164:18
170:20 175:6
259:16 260:2",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,"175:6
259:16",,"14:1,2 15:2 30:23
31:14 40:11 46:15
58:21 60:14 98:6
98:24 106:9
109:24 111:9
118:16 130:7
162:16 164:18
170:20 175:6
259:16 260:2",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,"157:16
251:22,25 252:5",,"relationship 13:3
44:7,23 53:25
78:18 89:12,17
92:13,15,17,21,25
93:13,17 157:16
251:22,25 252:5",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,"280:13

171:17",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,"135:16
149:11",,"18:1,6 23:8 44:20
46:10 51:16 52:6
63:6,17 75:18,19
75:25 76:20 93:6
94:10 96:15,17,20
116:5 124:18
127:3 135:16
149:11 150:23
158:7 159:6,15
160:1,6 168:14
171:1,3,5 177:9
179:5,16,21,21,23
180:1 181:23,25
182:1,3 187:3
197:11 200:5,6,9
201:9,21 202:10
206:8 207:4 210:9
210:14,19,21,22
212:21 213:12
220:15,18 221:10
224:4 226:19
238:20 248:19
265:2 266:22
remind 37:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,"179:5,16,21,21,23
180:1 181:23,25
182:1,3",,"18:1,6 23:8 44:20
46:10 51:16 52:6
63:6,17 75:18,19
75:25 76:20 93:6
94:10 96:15,17,20
116:5 124:18
127:3 135:16
149:11 150:23
158:7 159:6,15
160:1,6 168:14
171:1,3,5 177:9
179:5,16,21,21,23
180:1 181:23,25
182:1,3 187:3
197:11 200:5,6,9
201:9,21 202:10
206:8 207:4 210:9
210:14,19,21,22
212:21 213:12
220:15,18 221:10
224:4 226:19
238:20 248:19
265:2 266:22
remind 37:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,"202:10
206:8 207:4",,"18:1,6 23:8 44:20
46:10 51:16 52:6
63:6,17 75:18,19
75:25 76:20 93:6
94:10 96:15,17,20
116:5 124:18
127:3 135:16
149:11 150:23
158:7 159:6,15
160:1,6 168:14
171:1,3,5 177:9
179:5,16,21,21,23
180:1 181:23,25
182:1,3 187:3
197:11 200:5,6,9
201:9,21 202:10
206:8 207:4 210:9
210:14,19,21,22
212:21 213:12
220:15,18 221:10
224:4 226:19
238:20 248:19
265:2 266:22
remind 37:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,114,"248:2
280:2",,"reported 1:22
reporter 2:8 9:12
68:16 79:3 115:6
153:12 170:2
175:22 214:17
223:4 232:18
233:3 235:17
236:19 237:18
239:16 240:11
244:21 248:2
280:2",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=114
11.pdf,DATE,115,275:2 276:22,,"39:7,13 84:23
152:23 233:24
266:9 268:9
273:15 274:12
275:2 276:22
respectful 11:13",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=115
11.pdf,DATE,115,"166:16 169:13
170:8 241:11",,"reviewing 100:14
128:17 155:3
166:16 169:13
170:8 241:11
251:2 255:19
rhyming 236:25
rider 144:25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=115
11.pdf,DATE,115,"229:22
230:9 231:22
233:17 243:25",,"203:16 212:4,16
212:20 219:8
226:24 229:22
230:9 231:22
233:17 243:25
251:19,22,25
252:5,16,20
266:24 271:5
272:21",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=115
11.pdf,DATE,116,"115:1,24
120:2 264:22",,"66:16 68:25 73:15
97:8,17 98:14,21
99:15 100:6,17
101:2 102:11
104:24 105:7,14
106:9 107:5,17
108:7 110:17
113:19 115:1,24
120:2 264:22
265:19 266:5
267:10 268:14
269:25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=116
11.pdf,DATE,116,"177:10,11
177:11",,"83:1,5 87:19 94:9
101:3 102:2
104:18 108:10
113:3,12 125:9
155:6,22 175:3
176:16 177:10,11
177:11 179:3,9,10
189:5 194:9 198:7
205:2 207:15
212:16 213:20,21
217:3,8 225:22
232:7 258:10
259:15,24 264:5,8
266:11 271:13
saying 68:8 73:20
98:17 115:6 121:1
125:4 129:4
138:10 144:16,17
164:23 176:12
182:24 187:6
206:14 209:1
214:3 219:1
220:16 222:14
276:15",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=116
11.pdf,DATE,116,"172:13,23
177:22 239:25",,"says 100:3 101:4
101:25 106:9
107:7 112:22
119:3 129:23
130:13 154:14
156:7,25 157:2
159:22 161:22
167:3 172:13,23
177:22 239:25
242:16,24 247:7
254:14
scalp 187:9
scared 73:8,9
scene 56:25 63:15
105:15 120:1
266:4",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=116
11.pdf,DATE,116,"113:18,22
114:11 120:1,25
133:16 166:12",,"searched 131:16
sec 250:17
secluded 245:17
second 76:9 92:4
106:15 113:18,22
114:11 120:1,25
133:16 166:12
217:2 258:25
259:5 260:15",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=116
11.pdf,DATE,116,"165:19
173:9 183:16",,"see 20:16,19 30:4
35:15,18,20 37:2
39:23 42:21 48:15
48:18,21,24 49:2
50:1,2 56:25 60:4
60:7,10,16 62:6,13
62:16,18 65:16
74:8,11 75:23
76:1 83:12 86:15
87:12 88:3,12,20
89:9 92:10 100:3
101:4 103:19,20
103:22,25 104:4
108:8,17,18,20,20
109:2,15 110:8,20
111:4,25 112:3,7
113:3,5,6,9,11
117:1,2 118:5,8,13
120:24 121:3
125:14,14 129:3
140:3 141:25
142:6 145:7
154:18 165:19
173:9 183:16
184:2,24 186:23
191:24 194:21
196:17,21 197:15
200:19,20 206:15
218:7 220:24
224:24 225:6
227:13 230:4,20
231:11 233:18
234:19 235:5
236:9 237:23
238:18 243:3",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=116
11.pdf,DATE,116,"194:21
196:17,21 197:15",,"see 20:16,19 30:4
35:15,18,20 37:2
39:23 42:21 48:15
48:18,21,24 49:2
50:1,2 56:25 60:4
60:7,10,16 62:6,13
62:16,18 65:16
74:8,11 75:23
76:1 83:12 86:15
87:12 88:3,12,20
89:9 92:10 100:3
101:4 103:19,20
103:22,25 104:4
108:8,17,18,20,20
109:2,15 110:8,20
111:4,25 112:3,7
113:3,5,6,9,11
117:1,2 118:5,8,13
120:24 121:3
125:14,14 129:3
140:3 141:25
142:6 145:7
154:18 165:19
173:9 183:16
184:2,24 186:23
191:24 194:21
196:17,21 197:15
200:19,20 206:15
218:7 220:24
224:24 225:6
227:13 230:4,20
231:11 233:18
234:19 235:5
236:9 237:23
238:18 243:3",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=116
11.pdf,DATE,117,"168:13 239:22,23",,"168:13 239:22,23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,117,"17:18,23
118:11 165:25",,"sequence 54:7
69:5 210:12,15
sequencing 108:2
series 17:18,23
118:11 165:25
166:3 192:14
223:1,17 231:17
232:6 249:17
serious 15:23",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,117,"183:1,7
188:25",,"show 18:8,9,19
30:8 32:3 39:7
45:19 65:8,9,13
74:14 97:2 105:19
115:14 130:11
134:21 183:1,7
188:25 189:13,18
198:22 199:14
205:10 222:17
228:18,18,22
229:21,24 235:11
236:8 245:5 247:7
260:4 268:25
showed 65:14
82:20 102:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,117,"189:13,18
198:22 199:14
205:10",,"show 18:8,9,19
30:8 32:3 39:7
45:19 65:8,9,13
74:14 97:2 105:19
115:14 130:11
134:21 183:1,7
188:25 189:13,18
198:22 199:14
205:10 222:17
228:18,18,22
229:21,24 235:11
236:8 245:5 247:7
260:4 268:25
showed 65:14
82:20 102:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,117,"235:11
236:8 245:5",,"show 18:8,9,19
30:8 32:3 39:7
45:19 65:8,9,13
74:14 97:2 105:19
115:14 130:11
134:21 183:1,7
188:25 189:13,18
198:22 199:14
205:10 222:17
228:18,18,22
229:21,24 235:11
236:8 245:5 247:7
260:4 268:25
showed 65:14
82:20 102:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,117,"75:18,21,22
118:11 223:18",,"sibling 23:16
sic 31:1 79:1 81:15
139:7,18 238:1
side 30:7 39:2,3
51:14,14 67:5,5
71:15 75:18,21,22
118:11 223:18
225:9 226:6,6
231:4 249:11
254:9 267:1
sidewalk 202:17",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,117,"154:17
280:22",,"sign 109:13
signaled 194:11,19
signature 121:1,1
121:5,12 154:17
280:22",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,117,"125:19

125:22 182:4",,,https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=117
11.pdf,DATE,118,"161:5
238:6,15 249:12",,"114:18 147:20
150:25 161:5
238:6,15 249:12",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=118
11.pdf,DATE,118,173:24 175:13,,"173:24 175:13
sir 113:15 154:18
155:12 164:16,18
187:15 193:6
255:2 256:14,22
sister 46:18 246:8
sit 121:10 135:1
164:13 198:24
205:13 212:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=118
11.pdf,DATE,118,"121:10 135:1
164:13 198:24
205:13 212:24",,"173:24 175:13
sir 113:15 154:18
155:12 164:16,18
187:15 193:6
255:2 256:14,22
sister 46:18 246:8
sit 121:10 135:1
164:13 198:24
205:13 212:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=118
11.pdf,DATE,118,"121:10
159:1,23 163:5,9",,"sits 199:13
sitting 24:16 25:6
33:14 47:9 66:15
66:19 78:6,10
94:10 101:6,24
102:4 106:12,12
119:17 121:10
159:1,23 163:5,9
167:19,25 170:19
170:22 179:14
181:4 193:6 201:2
224:16 233:12,16
237:6 238:22
242:17 252:15
253:11 256:14
265:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=118
11.pdf,DATE,118,"110:12
111:16",,"49:16 52:10 56:5
69:6 70:14 76:6
76:10 79:24 87:4
106:14,18 110:12
111:16 115:8
122:8 149:10
166:3,9 167:13
186:1 188:7
192:10 197:5
201:5 222:20
231:2,18 232:21
241:17 260:15
271:24",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=118
11.pdf,DATE,118,"133:9
163:25",,"16:13 34:2 48:10
49:20 52:22 53:20
65:3,22 71:5
72:17,17 92:2
114:8,9,16 133:9
163:25 195:2
218:6 221:8,8,11
221:14 260:12
269:23 277:5
speakerphone",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=118
11.pdf,DATE,119,"137:25
144:7,23",,"54:24 63:10 79:25
86:16 91:17 96:7
96:17,20 101:25
122:4 134:11,14
142:21 144:18
160:4 163:20
173:11 174:15
194:20 195:3
specifically 30:18
33:9 34:17 40:12
43:16 54:3,6 56:3
56:6 63:5 64:3,6
65:22 66:2,5,8
67:3,7 70:19 72:3
72:14,15 78:20
89:3 90:6 91:9
92:19 94:2,5,12
96:15 105:1,1
109:25 123:9
124:5 125:21
129:21 130:23
135:8,13 137:25
144:7,23 146:3
147:18 149:10,14
149:16 150:15,17
162:14 163:14,19
171:2 173:13
179:11 181:24
182:3,17,19
189:16 198:15
201:22 205:12
210:20 217:11
218:5 219:3
221:23 222:2",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=119
11.pdf,DATE,119,"133:25
194:11 265:7",,"77:24 97:17
114:19,19 133:25
194:11 265:7",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=119
11.pdf,DATE,119,"164:13
164:14 205:21,22",,"spoken 21:5 50:22
55:3 67:20 164:13
164:14 205:21,22",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=119
11.pdf,DATE,119,"112:21 137:13
155:20 190:24",,"32:8,15 87:14,18
87:21 209:8
211:23 212:25
star 181:12,12
stars 4:11
start 11:20 40:13
63:9 110:1,3
112:21 137:13
155:20 190:24
started 22:8 23:1",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=119
11.pdf,DATE,120,173:22 178:16,,"116:8,16,21 117:1
173:22 178:16
strike 16:23 24:17
42:21 48:6 49:12
49:16 53:17 62:6
63:20 71:9 73:12
85:20 88:19,21
90:12 93:11
109:22 110:4
125:9 136:11
147:23 150:1
155:22 158:13,19
162:13,17 164:7
164:16,17 165:20
174:10 175:25
176:7,23 180:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=120
11.pdf,DATE,120,"150:1
155:22",,"116:8,16,21 117:1
173:22 178:16
strike 16:23 24:17
42:21 48:6 49:12
49:16 53:17 62:6
63:20 71:9 73:12
85:20 88:19,21
90:12 93:11
109:22 110:4
125:9 136:11
147:23 150:1
155:22 158:13,19
162:13,17 164:7
164:16,17 165:20
174:10 175:25
176:7,23 180:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=120
11.pdf,DATE,120,142:19 149:17,,"43:23 47:17 73:21
91:19 98:20
142:19 149:17
150:10",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=120
11.pdf,DATE,120,"173:19
175:20",,"20:23 56:21 70:17
74:23 76:11 78:22
80:13 102:16
106:16 107:21
121:8 124:11
139:22 153:8
166:13 168:9
169:12 173:19
175:20 181:16
183:10 203:18
209:19 213:4
223:7,23 236:16
240:8,24 241:4
248:19 261:18
surprised 209:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=120
11.pdf,DATE,121,"133:19
134:22 137:19",,"42:2 56:12 67:17
95:13 100:13
102:6,21,23 105:2
107:20 133:19
134:22 137:19
140:3 141:25
143:6 145:9 155:1
157:18 166:15
172:25 178:6,6
180:10 184:16
188:10 189:24
190:15 203:11,17",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=121
11.pdf,DATE,121,"109:19
141:11 154:22
192:1",,"40:12 52:25 86:17
103:18 109:19
141:11 154:22
192:1 237:8
247:23 264:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=121
11.pdf,DATE,121,"117:13,19
206:25",,"99:25 101:13
104:11 117:13,19
206:25 218:25",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=121
11.pdf,DATE,122,"107:17
108:16",,"275:11 277:19
testifies 99:15
103:19 107:17
108:16 117:6
121:18,21",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"122:15
122:21 123:11",,"29:15 42:13 71:22
76:11 97:7 101:8
103:1 104:22
105:5 106:4,13
110:20 111:12
113:3,11 122:15
122:21 123:11
128:1 130:21
134:5 135:10,19
141:5,12 142:15
155:17 156:6,12
164:8 180:14,17
180:19 192:16
196:3 201:19
239:2,8 249:23
250:9,25 253:2
257:19 261:24
263:5,22 265:18
266:8,13 267:22
268:23 277:16
279:9 280:11",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"147:2
154:5 167:6,17",,"29:10 32:13 39:6
45:24 103:3
111:18 123:21
132:9 133:22
139:24,24 147:2
154:5 167:6,17
186:16 191:11
192:11 246:13
247:19 256:25
277:1 278:3
thanked 215:18
thanksgiving",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,186:16 191:11,,"29:10 32:13 39:6
45:24 103:3
111:18 123:21
132:9 133:22
139:24,24 147:2
154:5 167:6,17
186:16 191:11
192:11 246:13
247:19 256:25
277:1 278:3
thanked 215:18
thanksgiving",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"193:16,19
198:13",,"things 15:7 33:10
44:19,23 45:2,4
51:21 52:6 53:1
54:10 65:17 89:20
89:21 94:8,9 96:7
116:15,19,22
132:25 133:3
135:2 143:2
147:14,18,19
148:2 150:19,22
173:22 178:15,16
182:9 193:16,19
198:13 205:14
221:2 244:5 253:2
264:4 270:23
274:7",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"123:6 126:8,11
131:8,19",,"think 44:14 46:22
51:5 55:8 71:23
75:11 79:9 80:5
80:16,18,19 98:1
102:20 106:4
116:24 119:9,23
120:11,20 122:19
123:6 126:8,11
131:8,19 134:8,13
135:7,20 140:20
149:14 152:25
156:1,12,19 159:6
160:9 168:5,16
169:16 170:4
175:2 181:1
190:13 191:15
192:16 193:9
194:8 197:22
198:21,22 202:22
203:6 206:18
207:23 209:3,15
212:16 213:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"160:9 168:5,16
169:16",,"think 44:14 46:22
51:5 55:8 71:23
75:11 79:9 80:5
80:16,18,19 98:1
102:20 106:4
116:24 119:9,23
120:11,20 122:19
123:6 126:8,11
131:8,19 134:8,13
135:7,20 140:20
149:14 152:25
156:1,12,19 159:6
160:9 168:5,16
169:16 170:4
175:2 181:1
190:13 191:15
192:16 193:9
194:8 197:22
198:21,22 202:22
203:6 206:18
207:23 209:3,15
212:16 213:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
11.pdf,DATE,122,"191:15
192:16",,"think 44:14 46:22
51:5 55:8 71:23
75:11 79:9 80:5
80:16,18,19 98:1
102:20 106:4
116:24 119:9,23
120:11,20 122:19
123:6 126:8,11
131:8,19 134:8,13
135:7,20 140:20
149:14 152:25
156:1,12,19 159:6
160:9 168:5,16
169:16 170:4
175:2 181:1
190:13 191:15
192:16 193:9
194:8 197:22
198:21,22 202:22
203:6 206:18
207:23 209:3,15
212:16 213:18",https://www.nickwallis.com/_files/ugd/5df505_72a55d0c9a0b4e919b4b509eed3052c4.pdf#page=122
