file,label,page,text,id,surrounding_text,link,name,calculated_date,pretty_date
9.pdf,timexy,5,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=5,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,9,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=9,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,8,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=8,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,4,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=4,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,10,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=10,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,11,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=11,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,12,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=12,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,13,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=13,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,7,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=7,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,3,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=3,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,16,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date:4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=16,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,1,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=1,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,15,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=15,Kristina Sexton,2019-12-04,Dec. 2019
1.pdf,timexy,1,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""","Defendants in this action, has provided a witness statement dated 4 December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_786b359e45424370b08d40344ff8ecf1.pdf#page=1,Amber Heard,2019-12-04,Dec. 2019
9.pdf,timexy,14,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=14,Kristina Sexton,2019-12-04,Dec. 2019
9.pdf,timexy,2,4 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-04T00:00:00""",Date: 4 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_a3fe858a192f4f0aac32dfff526dd2ec.pdf#page=2,Kristina Sexton,2019-12-04,Dec. 2019
10.pdf,timexy,10,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=10,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,9,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=9,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,8,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=8,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,2,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=2,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,7,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=7,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,6,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=6,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,5,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=5,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,4,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=4,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,3,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=3,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,11,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=11,iO Tillet-Wright,2019-12-12,Dec. 2019
7.pdf,timexy,8,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=8,Whitney Henriquez,2019-12-12,Dec. 2019
10.pdf,timexy,15,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=15,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,12,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=12,iO Tillet-Wright,2019-12-12,Dec. 2019
7.pdf,timexy,1,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=1,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,2,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=2,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,3,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=3,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,4,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=4,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,5,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=5,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,6,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=6,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,7,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=7,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,9,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=9,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,10,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=10,Whitney Henriquez,2019-12-12,Dec. 2019
10.pdf,timexy,14,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=14,iO Tillet-Wright,2019-12-12,Dec. 2019
7.pdf,timexy,11,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=11,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,13,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=13,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,14,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=14,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,15,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=15,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,16,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=16,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,17,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=17,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,18,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=18,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,19,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=19,Whitney Henriquez,2019-12-12,Dec. 2019
7.pdf,timexy,21,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=21,Whitney Henriquez,2019-12-12,Dec. 2019
10.pdf,timexy,16,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=16,iO Tillet-Wright,2019-12-12,Dec. 2019
10.pdf,timexy,15,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=15,iO Tillet-Wright,2019-12-12,Dec. 2019
7.pdf,timexy,12,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_39406a304ef14f7fa093eca9ecb91ec4.pdf#page=12,Whitney Henriquez,2019-12-12,Dec. 2019
10.pdf,timexy,13,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",Date: 12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_93829870cca84460bc244b5712103f7f.pdf#page=13,iO Tillet-Wright,2019-12-12,Dec. 2019
0.pdf,timexy,1,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=1,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,20,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=20,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,3,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=3,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,4,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=4,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,5,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=5,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,6,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=6,Amber Heard,2019-12-15,Dec. 2019
4.pdf,timexy,19,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",70. I refer to paragraph 135 of my statement dated 15 December 2019. At (AH/32-36) is a ,https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=19,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,8,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=8,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,9,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=9,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,39,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=39,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,10,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=10,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,11,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=11,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,39,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=39,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,40,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=40,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,21,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=21,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,12,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=12,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,13,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=13,Amber Heard,2019-12-15,Dec. 2019
1.pdf,timexy,1,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",2.  In this claim I have approved and signed a witness statement dated 15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_786b359e45424370b08d40344ff8ecf1.pdf#page=1,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,14,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=14,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,15,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=15,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,16,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=16,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,17,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=17,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,18,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=18,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,38,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=38,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,37,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=37,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,7,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=7,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,35,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=35,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,2,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=2,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,22,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=22,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,23,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=23,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,24,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=24,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,25,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=25,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,36,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=36,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,27,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=27,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,28,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=28,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,29,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=29,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,19,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=19,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,26,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=26,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,34,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=34,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,33,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=33,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,32,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=32,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,31,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=31,Amber Heard,2019-12-15,Dec. 2019
0.pdf,timexy,30,15 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-15T00:00:00""",Date:   15 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_c0be9b5abbe648fb91f943b0e81fb02b.pdf#page=30,Amber Heard,2019-12-15,Dec. 2019
4.pdf,timexy,2,1 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-01T00:00:00""","Daily Mail Recording 1, published on 1 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=2,Amber Heard,2020-02-01,Feb. 2020
4.pdf,timexy,3,6 February 2020,"TIMEX3 type=""DATE"" value=""2020-02-06T00:00:00""","Daily Mail Recording 2, published 6 February 2020 ",https://www.nickwallis.com/_files/ugd/5df505_8aac7925e8c747f4aadc8bca5c3277fe.pdf#page=3,Amber Heard,2020-02-06,Feb. 2020
