file,label,page,text,id,surrounding_text,link
6.pdf,DATE,2,December 16th,,"December 16th,  2015, in good light, at close range, wearing no  makeup.  Throughout the day ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,the day,,"December 16th,  2015, in good light, at close range, wearing no  makeup.  Throughout the day ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,December  16th,,"5.  On December  16th,  2015,  I  spent  much of the  afternoon  and  early  evening  with  Ms  Heard, ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,that day,,the James Corden show that day. ,https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,timexy,2,December 15,"TIMEX3 type=""DATE"" value=""2015-12-01T00:00:00""","filings and the media, of violently abusing her the previous night, December 15""', 2015. ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,"December 16th, 2015",,"7.  As I was leaving Ms Heard's company on December 16th, 2015, I overheard Ms Heard say to ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,timexy,2,Five months,"TIMEX3 type=""DURATION"" value=""P5M""","8.  Five months later, on May 24th,  2016, I interacted closely with Ms Heard in Mr Depp's house ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,May 24th,,"8.  Five months later, on May 24th,  2016, I interacted closely with Ms Heard in Mr Depp's house ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,timexy,2,Three days,"TIMEX3 type=""DURATION"" value=""P3D""","9.  Three days after my encounter with Ms Heard, on May 27th,  2016, I saw in the media that Ms ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,May 27th,,"9.  Three days after my encounter with Ms Heard, on May 27th,  2016, I saw in the media that Ms ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,May 24th,,"8.  Five months later, on May 24th,  2016, I interacted closely with Ms Heard in Mr Depp's house ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,timexy,2,May 21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","amongst other dates, December l 51h,  2015  and May 21 ' 1,  2016. ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,"May 22""d",,"her on May 21 't,  2016.  I was  also  aware that Mr Depp left Los Angeles  on May 22""d,  2016. ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,DATE,2,May 27th,,"9.  Three days after my encounter with Ms Heard, on May 27th,  2016, I saw in the media that Ms ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=2
6.pdf,timexy,3,12  December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalfof: Claimant 
Witness:  Samantha McMillen 
No: First 
Dated:  12  December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=3
6.pdf,timexy,3,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",12 December 2019 ,https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=3
6.pdf,timexy,4,12  December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Samantha McMillen 
No:  First 
Dated:  12  December 2019 ",https://www.nickwallis.com/_files/ugd/5df505_bc6bebe1450f49a0bd44d624e3bca8b9.pdf#page=4
10.pdf,timexy,1,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On  behalf of:  Claimant 
Witness:  Kevin Murphy 
No:  First 
Date:  12 December 2019 
Exhibit:  KM! ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=1
10.pdf,DATE,1,21  years,,individuals  for  the  past  21  years.  I  ceased  working  for  Mr Depp  in 2016.  This  is  my  first ,https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=1
10.pdf,timexy,2,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalfof: Claimant 
Witness:  Kevin Murphy 
No:  First 
Date:  12 December 2019 
Exhibit:  KM! ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=2
10.pdf,timexy,2,October  2015,"TIMEX3 type=""DATE"" value=""2015-10-01T00:00:00""","In  October  2015,  Ms  Heard  was  subject  to  criminal  proceedings  in  Australia  for  illegally ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=2
10.pdf,DATE,2,October  11th,,"smuggling  her  and  Mr  Depp's  dogs  into  the  country.  On  October  11th  and  12'\ 2015,  Ms ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=2
10.pdf,DATE,2,12'\ 2015,,"smuggling  her  and  Mr  Depp's  dogs  into  the  country.  On  October  11th  and  12'\ 2015,  Ms ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=2
10.pdf,timexy,3,12  December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On  behalf of:  Claimant 
Witness:  Kevin Murphy 
No:  First 
Date:  12  December 2019 
Exhibit: KM! ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=3
10.pdf,DATE,3,October  l 11,,"an email  she had received from  her  lawyer,  Marty  Singer,  dated October  l 11",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=3
10.pdf,DATE,3,10  day,,because  the  relevant  paperwork  and  permits  were  not  complete  and  the  required  10  day ,https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=3
10.pdf,timexy,4,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Kevin Murphy 
No:  First 
Date:  12 December 2019 
Exhibit:  KM 1 ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=4
10.pdf,timexy,4,April 21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""","that,  Mr Depp abused Ms  Heard and threw items around on December  15tl1,  2015, April 21",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=4
10.pdf,DATE,4,December 151,,(a)  December 151,https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=4
10.pdf,timexy,5,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalfof: Claimant 
Witness:  Kevin Murphy 
No: First 
Date:  12 December 2019 
Exhibit:  KM I ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=5
10.pdf,DATE,5,April 21'\ 2016,,(b)  April 21'\ 2016 ,https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=5
10.pdf,timexy,6,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness: Kevin Murphy 
No:  First 
Date:  12 December 2019 
Exhibit:  KM! ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=6
10.pdf,DATE,6,April  21st,,"16. I have  been told  by Mr Depp's solicitors  that the  Defendants  also  allege  that  on April  21st, ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=6
10.pdf,DATE,6,April  21st,,"16. I have  been told  by Mr Depp's solicitors  that the  Defendants  also  allege  that  on April  21st, ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=6
10.pdf,DATE,6,that day,,Penthouse at around 6:30 pm  and that was  the  last time that I saw Ms Heard that day.  I had ,https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=6
10.pdf,DATE,6,the day,,"seen Mr Depp earlier in the day,  but he had been away  for  meetings during  the afternoon.  He ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=6
10.pdf,DATE,6,April  22nd,,"18.  On  April  22nd,  2016,  Ms Heard  and her  friends  were  due to  and  did  travel to  the  Coachella ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=6
10.pdf,DATE,6,that day,,Penthouse at around 6:30 pm  and that was  the  last time that I saw Ms Heard that day.  I had ,https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=6
10.pdf,timexy,7,12  December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Kevin Murphy 
No:  First 
Date:  12  December 2019 
Exhibit:  KM 1 ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=7
10.pdf,DATE,7,"May 21'\ 2016 

21",,,https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=7
10.pdf,timexy,7,May  21,"TIMEX3 type=""DATE"" value=""2021-05-01T00:00:00""","21.  On  May  21 '1,  2016,  at  7.46  p.m.,  I  received  a  telephone  call  from  both  Mr  Depp  and  Ms ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=7
10.pdf,DATE,7,the  month before,,"the  feces  incident the  month before.  I then relayed to  Ms  Heard,  again,  that Ms Vargas  had ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=7
10.pdf,timexy,8,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On behalf of:  Claimant 
Witness:  Kevin Murphy 
No: First 
Date:  12 December 2019 
Exhibit:  KM 1 ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=8
10.pdf,timexy,10,12 December 2019,"TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""","On  behalf of:  Claimant 
Witness: Kevin Murphy 
No:  First 
Date:  12 December 2019 
Exhibit:  KM! ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=10
10.pdf,timexy,12,December  16,"TIMEX3 type=""DATE"" value=""2016-12-01T00:00:00""","December  16,  2015 
4 : 0 3  PM ",https://www.nickwallis.com/_files/ugd/5df505_ed4a98bd97e442729f8937686998f469.pdf#page=12
11.pdf,timexy,1,23 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-23T00:00:00""","Claimant 
K Murphy 
Second 
Dated  23 June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=1
11.pdf,timexy,1,eight years,"TIMEX3 type=""DURATION"" value=""P8Y""",for nearly eight years as an estate manager. ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=1
11.pdf,timexy,1,14 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-14T00:00:00""",Defendants on  14 June 2020 referred to below. ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=1
11.pdf,timexy,2,23 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-23T00:00:00""","Claimant 
K Murphy 
Second 
Dated  23 June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=2
11.pdf,timexy,2,"12  December 

2019","TIMEX3 type=""DATE"" value=""2019-12-12T00:00:00""",,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=2
11.pdf,timexy,2,April  2015,"TIMEX3 type=""DATE"" value=""2015-04-01T00:00:00""",April  2015  from  start  to  finish.  I  hired  the  agency  that  facilitated  the ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=2
11.pdf,timexy,2,9 April  2015,"TIMEX3 type=""DATE"" value=""2015-04-09T00:00:00""",travel  to Australia.  I  refer  to  the  invoice  dated  9 April  2015  from All  Pet ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=2
11.pdf,timexy,2,16  June  2020,"TIMEX3 type=""DATE"" value=""2020-06-16T00:00:00""","Pet  Travel  dated  16  June  2020  is  enclosed  at  page  2  of  Exhibit  KM2, ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=2
11.pdf,timexy,2,March  2015,"TIMEX3 type=""DATE"" value=""2015-03-01T00:00:00""",I  began  to  have  concerns  in  mid-to-late  March  2015  that  timing ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=2
11.pdf,timexy,2,April  2015,"TIMEX3 type=""DATE"" value=""2015-04-01T00:00:00""",April  2015  from  start  to  finish.  I  hired  the  agency  that  facilitated  the ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=2
11.pdf,timexy,3,23 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-23T00:00:00""","Claimant 
K Murphy 
Second 
Dated  23 June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=3
11.pdf,timexy,3,July  2014,"TIMEX3 type=""DATE"" value=""2014-07-01T00:00:00""",vaccinations  in  another  instance  in  July  2014  and  in  knowledge  of  the ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=3
11.pdf,timexy,3,July  2014,"TIMEX3 type=""DATE"" value=""2014-07-01T00:00:00""",vaccinations  in  another  instance  in  July  2014  and  in  knowledge  of  the ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=3
11.pdf,timexy,4,23 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-23T00:00:00""","Claimant 
K Murphy 
Second 
Dated  23 June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=4
11.pdf,timexy,4,October  2015,"TIMEX3 type=""DATE"" value=""2015-10-01T00:00:00""",October  2015  Ms  Heard  requested  that  I  make  a  false  statement ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=4
11.pdf,timexy,4,13  October  2015,"TIMEX3 type=""DATE"" value=""2015-10-13T00:00:00""",12.  On  13  October  2015 ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=4
11.pdf,timexy,5,23 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-23T00:00:00""","Claimant 
K Murphy 
Second 
Dated  23 June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=5
11.pdf,timexy,5,May  2016,"TIMEX3 type=""DATE"" value=""2016-05-01T00:00:00""",17.  Around  late  May  2016  Ms  Heard  filed  for  divorce  from  Mr  Depp.  A  few ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=5
11.pdf,DATE,5,weeks  later,,"weeks  later,  on  June  23,  2016.  I  retained  the  services  of  the  law  firm ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=5
11.pdf,timexy,5,June  23,"TIMEX3 type=""DATE"" value=""2023-06-01T00:00:00""","weeks  later,  on  June  23,  2016.  I  retained  the  services  of  the  law  firm ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=5
11.pdf,timexy,5,14  July  2016,"TIMEX3 type=""DATE"" value=""2016-07-14T00:00:00""",on  14  July  2016  for  specialist  advice  concerning  my  potential  criminal ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=5
11.pdf,timexy,6,23 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-23T00:00:00""","Claimant 
K Murphy 
Second 
Dated  23 June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=6
11.pdf,timexy,6,August 2016,"TIMEX3 type=""DATE"" value=""2016-08-01T00:00:00""",In August 2016  I resigned from my position with Mr Depp. Because I was ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=6
11.pdf,timexy,6,September  2014,"TIMEX3 type=""DATE"" value=""2014-09-01T00:00:00""",directly  to  the  Department  of  Homeland  Security  in  September  2014  in ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=6
11.pdf,timexy,6,April  2014,"TIMEX3 type=""DATE"" value=""2014-04-01T00:00:00""",Exhibit  KM2  from  between  April  2014  to  March  2016  to  which  I  was ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=6
11.pdf,timexy,6,March  2016,"TIMEX3 type=""DATE"" value=""2016-03-01T00:00:00""",Exhibit  KM2  from  between  April  2014  to  March  2016  to  which  I  was ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=6
11.pdf,timexy,7,23 June 2030,"TIMEX3 type=""DATE"" value=""2030-06-23T00:00:00""","Clamant 
K Murttfiy 
S*rond 
Datwd 23 June 2030 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=7
11.pdf,timexy,7,June  20,"TIMEX3 type=""DATE"" value=""2020-06-01T00:00:00""",June  20! ,https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=7
11.pdf,timexy,8,23 June 2020,"TIMEX3 type=""DATE"" value=""2020-06-23T00:00:00""","Claimant 
K Murphy 
Second 
Dated  23 June 2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=8
11.pdf,DATE,10,April  9,,"April  9,  2015 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=10
11.pdf,DATE,11,8 6 6,,"A L L P E T ,  T R A V E L 
1955  W.  Grant  Road  # 1 4 8 ,  Tucson,  Arizona  8 5 7 4 5 
5 2 0 . 6 2 2 . 5 2 5 2  phone,  8 6 6 . 3 5 9 . 7 3 8 7  toll  free 
5 2 0 . 2 0 3 . 0 2 4 2  fax ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=11
11.pdf,timexy,11,June  16,"TIMEX3 type=""DATE"" value=""2016-06-01T00:00:00""","June  16,  2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=11
11.pdf,DATE,11,April  5,,"I  was  contacted  by  Mr.  Murphy  on April  5,  2015  to  cancel  all  dealings for  Boo & 
Pistol's to Australia  since the  timing  for  the  necessary final  permit  was  not  sufficient 
for  travel  to Australia  given  the  strict  requirements  for  entry. ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=11
11.pdf,timexy,12,Mar  29,"TIMEX3 type=""DATE"" value=""2029-03-01T00:00:00""","to AH 
Mar  29,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=12
11.pdf,DATE,12,"the 
27th",,"Hi. 
Because of  the  paperwork  process 
(combination of  vet visits  and 
permit  application)  for  pet travel to 
Australia the time frame for the 
dogs to  be  able to travel there was 
always the  end of  April.  We started 
the  process quite  some time ago. 
I 
think  J is returning  around the 
10th/12th.  I believe the dogs  are 
not  able to  enter Australia til the 
27th. 
Let  me know  if  you  have additional 
questions. ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=12
11.pdf,timexy,12,Mar  29,"TIMEX3 type=""DATE"" value=""2029-03-01T00:00:00""","to AH 
Mar  29,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=12
11.pdf,timexy,13,Mar  29,"TIMEX3 type=""DATE"" value=""2029-03-01T00:00:00""","AH 
to  me 
Mar  29,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=13
11.pdf,timexy,13,Mar  29,"TIMEX3 type=""DATE"" value=""2029-03-01T00:00:00""","AH 
to  me 
Mar  29,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=13
11.pdf,timexy,13,Mar  29,"TIMEX3 type=""DATE"" value=""2029-03-01T00:00:00""","AH 
to  me 
Mar  29,  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=13
11.pdf,timexy,14,"Mar 28, 2015","TIMEX3 type=""DATE"" value=""2015-03-28T00:00:00""","Date: Sat, Mar 28, 2015 at 5:16 PM 
To: AH <",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=14
11.pdf,DATE,14,"the end 
of April",,"Hi.. 
Just making sure you know that the 
dogs will not  be allowed to fly 
commercial in the passenger 
compartment to Aus. They would have 
to go cargo. They do not make 
exceptions for service dogs to Aus. 
Just want to make sure you 
understood.  It has been a very 
complex process thus far. 
The all in cost will be around 10k  (not 
including flight) Just wanted you to 
know. 
Per our last discussion re the dogs 
travel 
I should proceed... Right? 
They would be able to travel at the end 
of April with a 10 day quarantine upon 
arrival.  Delivery to the house 
somewhere around may 7th  (est). 
K ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=14
11.pdf,timexy,14,10 day,"TIMEX3 type=""DURATION"" value=""P10D""","Hi.. 
Just making sure you know that the 
dogs will not  be allowed to fly 
commercial in the passenger 
compartment to Aus. They would have 
to go cargo. They do not make 
exceptions for service dogs to Aus. 
Just want to make sure you 
understood.  It has been a very 
complex process thus far. 
The all in cost will be around 10k  (not 
including flight) Just wanted you to 
know. 
Per our last discussion re the dogs 
travel 
I should proceed... Right? 
They would be able to travel at the end 
of April with a 10 day quarantine upon 
arrival.  Delivery to the house 
somewhere around may 7th  (est). 
K ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=14
11.pdf,timexy,15,Mar  30,"TIMEX3 type=""DATE"" value=""2030-03-01T00:00:00""","to AH 
Mar  30,  2015  View details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=15
11.pdf,timexy,15,Mar  31,"TIMEX3 type=""DATE"" value=""2031-03-01T00:00:00""","AH 
to  me 
Mar  31, 2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=15
11.pdf,timexy,16,Mar  31,"TIMEX3 type=""DATE"" value=""2031-03-01T00:00:00""","AH 
to  me 
Mar  31, 2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=16
11.pdf,timexy,16,Mar  31,"TIMEX3 type=""DATE"" value=""2031-03-01T00:00:00""","AH 
to  me 
Mar  31, 2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=16
11.pdf,timexy,17,Mar  31,"TIMEX3 type=""DATE"" value=""2031-03-01T00:00:00""","me 
to AH 
Mar  31, 2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=17
11.pdf,timexy,20,Apr  20,"TIMEX3 type=""DATE"" value=""2020-04-01T00:00:00""","Apr  20, 2015, 5:24  PM ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=20
11.pdf,timexy,20,Apr  22,"TIMEX3 type=""DATE"" value=""2022-04-01T00:00:00""","Apr  22, 2015,11:41 AM ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=20
11.pdf,DATE,21,the years,,"Over the years, I  have been involved in obtaining the necessary travel-related ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=21
11.pdf,timexy,22,August  2015,"TIMEX3 type=""DATE"" value=""2015-08-01T00:00:00""","time, including  a cancelled trip  to  the United Kingdom  i n  August  2015. ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=22
11.pdf,DATE,22,l  2015,,"travel to  Australia in A p r i l  2015, it  was  Ms.  James, an Australian  citizen, who  assumed the ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=22
11.pdf,DATE,22,"October, 2015",,"ay o f  October, 2015, at Los  AngelegfCMiromia. ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=22
11.pdf,timexy,23,"June 22,  2020","TIMEX3 type=""DATE"" value=""2020-06-22T00:00:00""","June 22,  2020 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=23
11.pdf,timexy,27,Apr  20,"TIMEX3 type=""DATE"" value=""2020-04-01T00:00:00""","Date  Apr  20,  2014,  8:59  PM ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=27
11.pdf,DATE,28,Sunday 4/6,,"< 
AH  departure Sunday 4/6 ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=28
11.pdf,DATE,28,Sunday  April,,"cd 
Here ya  go!  Date: Sunday  April... ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=28
11.pdf,timexy,29,May  26,"TIMEX3 type=""DATE"" value=""2026-05-01T00:00:00""","Date  May  26,  2015, 7:27  PM ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=29
11.pdf,timexy,30,Apr  21,"TIMEX3 type=""DATE"" value=""2021-04-01T00:00:00""","Savannah  Mcmillan 
to Toni, me 
Apr  21, 2015  View details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=30
11.pdf,timexy,31,Apr  10,"TIMEX3 type=""DATE"" value=""2010-04-01T00:00:00""","to Toni,  me 
Apr  10, 2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=31
11.pdf,timexy,32,Mar  28,"TIMEX3 type=""DATE"" value=""2028-03-01T00:00:00""","AH 
to  me 
Mar  28f  2015  View  details ",https://www.nickwallis.com/_files/ugd/5df505_74e2259c23c4401ca047328b067a8bea.pdf#page=32
